Timestamp,City,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Temperature_C,Humidity_pct,WindSpeed_ms,WindDirection_deg,SolarRadiation_Wm2,Pressure_mmHg,AQI,AQI_Category
2022-07-21 11:00:00,vishakhapattanam,26.0,104.75,15.225,30.825,28.775,6.625,12.25,0.355,15.95,1.725,9.475,32.2,72.75,2.4,271.25,105.25,744.0,104.1,Moderate
2022-07-22 22:00:00,vishakhapattanam,37.0,107.5,28.25,37.775,43.05,6.125,13.8,0.96,3.9,5.6,21.0,27.475,82.0,1.85,245.25,7.0,743.0,106.0,Moderate
2022-07-24 08:00:00,vishakhapattanam,26.0,90.5,31.575,28.625,40.925,7.875,13.55,0.288,4.25,2.075,23.675,29.625,75.0,2.25,260.75,164.5,744.0,90.7,Satisfactory
2022-07-25 19:00:00,vishakhapattanam,37.5,104.25,19.375,28.5,30.95,11.0,13.475,0.352,8.425,3.1,11.875,30.025,79.75,1.9,243.75,7.0,745.0,103.8,Moderate
2022-07-27 06:00:00,vishakhapattanam,50.75,238.5,58.65,44.875,71.575,9.45,13.675,0.42,4.1,4.6,17.575,27.625,85.0,0.35,262.25,74.0,746.0,192.4,Moderate
2022-07-28 16:00:00,vishakhapattanam,11.0,46.75,10.025,21.35,19.5,8.7,11.725,0.082,3.375,1.825,56.8,33.65,71.5,3.025,271.0,201.75,745.0,46.8,Good
2022-07-30 03:00:00,vishakhapattanam,17.0,40.0,31.7,28.475,40.95,87.5,9.45,0.05,10.2,1.625,13.375,28.35,82.75,0.975,266.0,7.0,745.0,40.0,Good
2022-07-31 14:00:00,vishakhapattanam,16.5,63.75,11.925,27.625,24.375,32.875,8.958,0.41,3.9,1.825,10.95,34.925,72.0,4.325,298.0,438.5,742.0,64.5,Satisfactory
2022-08-02 00:00:00,vishakhapattanam,50.75,187.5,38.825,50.175,58.25,21.625,15.35,0.44,25.525,3.75,15.625,29.475,78.25,0.3,250.5,7.0,743.25,158.8,Moderate
2022-08-03 11:00:00,vishakhapattanam,19.0,73.5,8.25,15.5,14.95,17.05,7.75,0.078,21.75,0.975,4.775,36.15,66.75,1.525,197.75,537.75,743.25,74.0,Satisfactory
2022-08-04 22:00:00,vishakhapattanam,20.0,70.0,26.275,29.375,37.0,25.025,12.25,0.7,12.85,2.175,11.8,29.6,72.75,0.45,209.0,7.0,743.0,70.6,Satisfactory
2022-08-06 08:00:00,vishakhapattanam,28.0,67.0,26.35,27.975,36.3,14.95,11.65,0.465,3.975,1.75,18.875,29.925,75.0,0.85,283.75,138.75,741.0,67.7,Satisfactory
2022-08-07 19:00:00,vishakhapattanam,28.25,78.75,39.725,38.725,52.9,11.275,13.4,0.445,4.05,2.45,14.775,27.125,84.5,0.95,270.5,7.0,738.0,79.2,Satisfactory
2022-08-09 05:00:00,vishakhapattanam,14.5,56.75,19.525,23.8,28.55,11.175,7.8,0.025,4.075,1.025,6.8,25.2,88.0,2.85,263.5,7.0,738.0,57.6,Satisfactory
2022-08-10 16:00:00,vishakhapattanam,27.0,137.75,19.175,33.775,33.575,14.8,12.35,0.615,4.1,1.625,6.4,30.775,70.75,2.45,296.75,68.25,739.0,125.9,Moderate
2022-08-12 03:00:00,vishakhapattanam,36.0,103.0,22.475,30.15,34.325,15.1,10.75,0.0,10.6,1.2,5.375,27.8,80.0,0.3,274.75,5.0,742.25,103.0,Moderate
2022-08-13 13:00:00,vishakhapattanam,34.25,97.5,37.4,33.425,48.2,13.25,13.2,0.472,4.625,2.3,15.375,31.275,70.75,0.3,286.75,71.5,741.75,97.6,Satisfactory
2022-08-15 00:00:00,vishakhapattanam,16.25,86.0,20.35,25.775,30.25,12.075,14.225,0.348,3.875,1.25,5.45,26.4,82.0,0.3,276.75,5.0,742.0,86.3,Satisfactory
2022-08-16 11:00:00,vishakhapattanam,23.5,87.5,14.375,32.225,28.8,16.25,14.95,0.758,4.65,1.9,8.9,34.275,67.25,0.3,291.25,409.75,746.0,87.8,Satisfactory
2022-08-17 21:00:00,vishakhapattanam,44.25,138.5,32.1,37.55,46.075,11.725,2.575,0.82,4.15,3.2,12.525,30.475,81.5,0.85,266.75,6.0,744.75,126.4,Moderate
2022-08-19 08:00:00,vishakhapattanam,48.25,147.25,55.05,46.05,69.25,10.35,9.925,0.958,4.05,3.125,37.125,31.025,73.25,0.65,270.75,29.25,743.5,132.2,Moderate
2022-08-20 19:00:00,vishakhapattanam,31.0,103.5,32.125,31.575,42.925,15.15,8.25,0.392,4.2,3.375,21.1,32.575,68.0,1.725,273.5,6.0,741.0,103.3,Moderate
2022-08-22 05:00:00,vishakhapattanam,25.5,89.0,20.075,26.95,30.65,14.55,7.6,0.41,4.125,1.6,12.35,28.825,83.0,0.8,237.0,7.0,742.0,89.2,Satisfactory
2022-08-23 16:00:00,vishakhapattanam,32.75,83.75,8.275,19.95,17.325,17.85,55.167,0.0,2.825,1.025,5.025,33.65,74.75,0.725,217.25,97.75,743.0,84.1,Satisfactory
2022-08-25 03:00:00,vishakhapattanam,42.25,136.0,53.6,48.45,69.325,15.675,5.75,0.095,9.225,3.2,34.675,25.075,82.75,0.3,250.0,6.0,744.25,124.8,Moderate
2022-08-26 13:00:00,vishakhapattanam,38.0,82.0,7.85,21.3,17.65,17.0,5.85,0.13,0.4,1.45,6.4,35.15,70.0,1.9,198.0,501.5,743.0,82.4,Satisfactory
2022-08-28 00:00:00,vishakhapattanam,41.25,271.5,27.4,50.275,49.025,22.025,9.475,0.188,1.8,3.65,17.85,27.35,78.0,0.3,275.25,6.0,744.0,222.3,Poor
2022-08-29 11:00:00,vishakhapattanam,23.75,55.75,10.5,19.05,18.65,18.35,9.3,0.425,20.425,1.1,6.825,36.325,66.5,0.75,164.0,559.5,747.0,56.6,Satisfactory
2022-08-30 21:00:00,vishakhapattanam,12.5,32.25,3.85,9.575,8.225,26.75,1.5,0.12,29.0,0.95,5.725,30.825,76.25,0.3,223.5,6.0,747.0,32.2,Good
2022-09-01 08:00:00,vishakhapattanam,23.75,83.5,22.25,20.6,29.075,29.575,1.675,0.028,24.85,1.8,13.25,34.775,69.0,0.4,207.25,369.25,747.0,83.8,Satisfactory
2022-09-02 18:00:00,vishakhapattanam,2.75,24.25,9.475,12.4,14.3,20.25,7.2,0.182,28.425,0.55,3.05,31.85,73.5,1.8,229.5,6.0,746.0,28.4,Good
2022-09-04 05:00:00,vishakhapattanam,27.75,116.85,37.075,27.4,44.725,16.475,5.5,0.255,4.025,2.2,19.3,28.0,82.0,0.3,272.0,7.0,745.0,112.1,Moderate
2022-09-05 16:00:00,vishakhapattanam,34.0,71.5,10.325,21.4,19.8,13.375,1.3,0.105,3.075,1.525,5.375,34.475,72.5,1.6,265.75,110.5,742.75,72.1,Satisfactory
2022-09-07 02:00:00,vishakhapattanam,26.5,136.0,33.65,45.675,51.625,24.8,10.8,0.0,50.2,5.425,20.15,27.55,80.0,0.3,265.75,7.0,744.0,124.8,Moderate
2022-09-08 13:00:00,vishakhapattanam,17.5,26.25,31.975,30.25,42.075,16.475,21.2,0.665,12.6,1.9,10.925,29.875,82.75,0.325,145.25,363.75,743.5,37.8,Good
2022-09-10 00:00:00,vishakhapattanam,2.75,15.5,9.8,19.85,18.55,12.875,9.7,0.092,14.45,0.925,5.45,26.6,82.25,0.4,177.25,7.0,743.0,24.8,Good
2022-09-11 10:00:00,vishakhapattanam,28.0,66.0,18.275,26.125,28.725,11.55,12.075,0.54,14.275,3.375,9.875,32.925,72.5,1.75,236.5,356.5,742.0,66.7,Satisfactory
2022-09-12 21:00:00,vishakhapattanam,23.0,74.75,14.725,27.45,26.6,12.775,16.55,0.365,14.15,1.925,8.375,30.025,76.0,1.9,267.75,6.0,744.75,75.3,Satisfactory
2022-09-14 08:00:00,vishakhapattanam,27.0,80.0,51.125,48.325,67.275,9.05,13.7,1.072,13.875,2.4,28.2,26.425,86.0,0.3,279.0,23.0,748.0,80.4,Satisfactory
2022-09-15 18:00:00,vishakhapattanam,37.5,110.0,26.175,35.7,40.275,15.775,17.825,0.585,14.0,4.25,12.65,30.85,75.5,1.4,266.5,6.0,745.0,107.6,Moderate
2022-09-17 05:00:00,vishakhapattanam,33.0,107.25,23.2,39.05,39.625,14.825,10.375,0.0,8.975,3.2,13.075,28.0,82.75,0.3,278.75,6.25,744.5,105.8,Moderate
2022-09-18 16:00:00,vishakhapattanam,44.0,116.0,17.075,43.325,36.95,12.375,9.85,0.172,16.9,2.525,19.275,32.125,73.25,0.3,232.5,22.25,743.5,111.6,Moderate
2022-09-20 02:00:00,vishakhapattanam,15.75,45.75,24.45,28.225,34.875,15.425,15.3,0.465,13.875,1.575,20.65,23.475,87.5,0.3,293.75,7.0,743.0,45.8,Good
2022-09-21 13:00:00,vishakhapattanam,42.25,122.0,13.175,36.95,30.375,18.05,5.9,0.75,14.3,2.45,12.5,37.625,64.0,1.025,250.25,395.75,742.5,115.5,Moderate
2022-09-23 00:00:00,vishakhapattanam,46.75,107.25,34.05,56.575,57.75,38.175,22.05,0.582,58.7,4.85,32.35,27.7,87.0,0.3,312.5,7.0,745.0,105.8,Moderate
2022-09-24 10:00:00,vishakhapattanam,58.0,145.0,8.75,46.1,31.65,32.0,0.9,0.458,23.225,2.725,14.25,35.35,68.0,1.025,185.0,477.5,746.25,130.7,Moderate
2022-09-25 21:00:00,vishakhapattanam,40.25,149.0,57.725,67.675,82.925,11.3,17.35,1.43,31.125,3.45,18.05,27.725,80.25,0.3,277.5,6.75,746.5,133.3,Moderate
2022-09-27 07:00:00,vishakhapattanam,71.75,215.5,44.075,42.2,58.275,27.725,14.7,0.302,12.75,3.325,14.95,31.65,78.5,0.3,267.75,174.5,746.0,177.2,Moderate
2022-09-28 18:00:00,vishakhapattanam,10.25,26.75,4.475,13.85,11.0,24.75,22.25,0.125,24.375,0.85,3.5,30.525,76.75,0.35,275.0,6.0,744.0,27.8,Good
2022-09-30 05:00:00,vishakhapattanam,14.75,28.0,10.5,20.65,19.5,19.825,9.75,0.295,22.225,0.675,2.725,26.925,80.25,0.3,170.75,6.25,744.0,28.0,Good
2022-10-01 15:00:00,vishakhapattanam,18.25,44.75,17.7,31.8,31.275,8.1,9.4,0.018,13.275,0.55,3.0,26.225,85.5,1.05,284.25,23.25,742.0,44.8,Good
2022-10-03 02:00:00,vishakhapattanam,41.0,138.0,23.5,52.1,46.825,12.175,13.775,0.27,12.825,0.0,0.0,25.575,85.25,0.3,264.0,6.25,742.0,126.1,Moderate
2022-10-04 13:00:00,vishakhapattanam,26.75,49.25,31.35,36.0,44.65,16.2,23.525,0.425,13.7,0.0,0.0,27.05,84.25,0.625,262.25,98.5,743.0,49.2,Good
2022-10-05 23:00:00,vishakhapattanam,14.0,37.0,4.475,11.8,9.9,28.225,26.5,0.532,30.0,1.65,7.25,26.8,85.25,0.375,265.5,7.0,746.0,37.0,Good
2022-10-07 10:00:00,vishakhapattanam,10.25,23.25,5.825,6.475,8.175,23.675,25.825,0.375,9.5,0.55,2.275,33.225,73.25,1.625,178.75,380.25,747.0,32.3,Good
2022-10-08 21:00:00,vishakhapattanam,7.5,40.25,25.625,32.425,38.075,19.1,25.175,0.978,13.875,2.775,14.875,25.525,84.75,0.3,234.5,7.0,748.0,48.9,Good
2022-10-10 07:00:00,vishakhapattanam,29.5,59.25,45.225,45.2,60.8,32.3,30.425,0.52,13.45,2.75,14.475,24.125,90.0,0.3,252.75,26.0,750.0,60.1,Satisfactory
2022-10-11 18:00:00,vishakhapattanam,15.5,40.5,23.275,36.875,38.525,11.6,25.625,0.682,22.525,1.85,6.025,28.025,80.75,0.3,212.5,7.0,747.75,46.1,Good
2022-10-13 08:00:00,vishakhapattanam,,,24.85,41.85,42.45,39.925,23.625,0.112,16.1,3.05,21.675,,,,,,749.0,53.3,Satisfactory
2022-10-14 18:00:00,vishakhapattanam,12.75,49.0,25.875,29.15,36.55,13.575,26.4,0.425,13.975,2.25,10.475,29.05,80.0,0.45,223.0,7.0,746.25,49.0,Good
2022-10-16 05:00:00,vishakhapattanam,6.25,19.0,16.55,18.375,23.25,14.925,19.75,0.0,13.85,0.575,3.9,25.6,84.75,0.375,245.75,7.0,748.0,24.7,Good
2022-10-17 16:00:00,vishakhapattanam,27.75,62.0,4.025,16.8,12.225,17.925,16.45,0.232,38.825,1.2,5.475,32.65,68.25,1.15,141.25,72.75,748.0,62.8,Satisfactory
2022-10-19 02:00:00,vishakhapattanam,60.0,98.0,6.025,18.425,14.725,21.95,22.175,0.54,13.45,1.95,12.175,28.125,77.75,0.3,308.5,6.75,747.5,100.0,Satisfactory
2022-10-20 13:00:00,vishakhapattanam,50.0,98.0,4.8,21.45,15.3,16.175,17.8,0.152,25.025,1.825,6.075,35.175,64.75,2.475,165.25,395.0,748.0,98.0,Satisfactory
2022-10-22 00:00:00,vishakhapattanam,62.25,115.0,7.725,23.875,18.975,14.7,24.975,0.255,16.475,2.275,9.6,28.425,67.75,0.975,251.75,7.0,750.75,110.9,Moderate
2022-10-23 10:00:00,vishakhapattanam,40.5,103.25,6.225,31.15,21.65,12.9,21.875,0.82,16.175,1.925,4.375,33.575,52.5,2.725,280.75,409.5,749.0,103.1,Moderate
2022-10-24 21:00:00,vishakhapattanam,793.0,619.0,19.875,77.0,57.125,14.825,37.35,0.705,13.95,3.575,8.35,27.975,69.75,0.3,248.0,7.0,747.0,500.0,Severe
2022-10-26 07:00:00,vishakhapattanam,91.0,262.5,57.275,64.725,81.0,22.45,11.65,0.822,18.575,4.225,21.325,30.125,74.5,0.3,263.0,163.5,751.0,213.4,Poor
2022-10-27 18:00:00,vishakhapattanam,48.25,93.75,4.925,19.525,14.425,22.35,25.375,0.128,50.55,1.725,10.225,28.6,73.25,0.675,129.75,6.0,749.75,93.9,Satisfactory
2022-10-29 05:00:00,vishakhapattanam,57.875,106.5,6.25,30.175,21.212,17.425,23.538,0.23,14.762,1.475,4.588,24.962,65.5,0.388,250.75,12.125,749.125,105.3,Moderate
2022-10-30 15:00:00,vishakhapattanam,58.75,109.0,4.325,18.75,13.5,17.825,20.575,0.448,31.95,1.2,2.1,31.6,56.0,0.85,170.0,180.75,748.0,106.9,Moderate
2022-11-01 02:00:00,vishakhapattanam,51.5,98.5,7.975,25.15,19.85,15.725,21.325,0.17,14.425,2.3,12.025,25.7,77.5,0.3,215.5,6.5,749.0,98.5,Satisfactory
2022-11-02 13:00:00,vishakhapattanam,51.5,103.75,6.15,16.825,13.925,19.7,25.0,0.508,41.325,2.075,4.55,34.275,60.25,1.375,169.25,315.25,747.5,103.5,Moderate
2022-11-03 23:00:00,vishakhapattanam,56.0,101.0,4.025,21.6,14.8,21.225,24.2,1.575,14.975,2.05,5.4,27.8,79.75,0.3,289.25,7.0,750.0,101.7,Moderate
2022-11-05 10:00:00,vishakhapattanam,59.75,125.25,5.225,18.475,14.05,22.05,27.3,0.01,35.85,2.125,5.825,33.175,61.0,0.925,170.75,409.75,752.0,117.7,Moderate
2022-11-06 21:00:00,vishakhapattanam,79.5,163.0,9.425,73.925,46.975,17.675,28.55,0.038,38.2,2.0,6.75,27.075,70.5,0.3,258.25,6.0,752.0,165.4,Moderate
2022-11-08 07:00:00,vishakhapattanam,92.5,205.5,42.225,45.8,58.7,13.85,29.025,0.89,13.925,3.15,15.325,26.375,76.5,0.325,284.75,126.5,752.0,209.2,Poor
2022-11-09 18:00:00,vishakhapattanam,46.0,103.0,4.125,19.05,13.45,20.575,30.25,0.66,52.225,1.7,6.7,27.125,72.0,0.525,131.75,6.0,750.0,103.0,Moderate
2022-11-11 05:00:00,vishakhapattanam,59.0,100.75,7.075,24.7,18.875,12.25,27.575,0.145,15.825,1.4,1.5,25.525,66.5,0.45,211.75,6.0,750.25,101.5,Moderate
2022-11-12 15:00:00,vishakhapattanam,63.5,127.25,4.8,18.525,13.725,17.05,19.25,0.0,44.15,1.775,3.5,31.1,59.0,1.35,165.25,160.25,749.25,119.0,Moderate
2022-11-14 02:00:00,vishakhapattanam,67.0,121.0,7.85,25.15,19.725,15.2,17.275,0.488,14.575,1.85,8.15,24.4,68.0,0.3,268.75,6.0,751.0,124.1,Moderate
2022-11-15 13:00:00,vishakhapattanam,76.75,143.25,5.1,18.05,13.775,23.325,22.775,0.032,58.6,1.825,8.3,30.525,57.5,0.9,162.25,335.5,750.0,156.3,Moderate
2022-11-16 23:00:00,vishakhapattanam,107.0,269.0,73.95,163.8,147.275,12.1,17.225,0.872,13.5,4.9,23.975,22.5,72.25,0.3,283.5,6.0,750.0,257.1,Poor
2022-11-18 10:00:00,vishakhapattanam,47.0,128.25,7.175,45.575,30.075,15.85,16.475,1.302,17.55,2.25,6.475,32.0,48.25,1.15,233.25,365.75,751.0,119.6,Moderate
2022-11-19 20:00:00,vishakhapattanam,53.0,127.75,6.05,40.5,26.475,18.45,21.6,1.0,16.65,2.05,15.15,25.525,65.25,0.425,197.0,6.0,750.0,119.3,Moderate
2022-11-21 07:00:00,vishakhapattanam,40.25,86.0,6.8,38.125,25.8,14.2,22.275,0.642,16.075,1.3,2.4,26.075,57.25,1.1,202.25,33.25,748.75,86.3,Satisfactory
2022-11-22 18:00:00,vishakhapattanam,66.75,116.25,9.775,32.95,25.45,15.25,29.075,0.51,17.75,2.2,11.1,26.675,80.0,0.4,150.25,6.0,749.0,123.3,Moderate
2022-11-24 04:00:00,vishakhapattanam,54.25,186.0,20.05,45.875,40.725,30.8,22.975,0.765,13.075,2.825,6.4,25.525,83.75,0.3,277.75,7.0,749.0,157.8,Moderate
2022-11-25 15:00:00,vishakhapattanam,103.0,185.5,8.25,27.65,21.425,15.95,24.1,0.878,17.725,2.85,8.5,26.575,75.75,0.35,160.5,50.0,749.0,243.9,Poor
2022-11-27 02:00:00,vishakhapattanam,128.0,394.75,68.625,78.5,97.55,19.3,14.425,0.57,13.625,6.075,26.475,20.05,82.0,0.3,310.75,7.0,748.0,356.4,Very Poor
2022-11-28 12:00:00,vishakhapattanam,61.25,136.5,14.8,26.85,27.75,24.125,32.375,0.36,61.55,1.8,5.125,29.1,55.0,1.175,180.25,366.5,748.75,125.1,Moderate
2022-11-29 23:00:00,vishakhapattanam,92.0,165.0,12.05,50.975,36.875,23.45,19.95,0.862,14.375,3.625,11.725,23.975,72.5,0.3,304.25,6.0,750.0,207.6,Poor
2022-12-01 10:00:00,vishakhapattanam,68.0,132.0,8.25,46.15,31.25,13.05,20.025,1.118,17.55,3.0,7.725,33.075,57.75,0.825,218.75,347.5,751.25,127.4,Moderate
2022-12-02 20:00:00,vishakhapattanam,72.0,136.25,5.3,29.975,20.275,18.475,29.125,0.17,17.95,2.825,8.325,25.95,83.75,0.3,160.75,6.0,750.75,140.6,Moderate
2022-12-04 07:00:00,vishakhapattanam,119.0,201.5,6.9,36.225,24.9,19.7,27.3,1.472,13.125,3.075,13.55,25.475,79.25,0.3,175.5,73.5,751.0,296.7,Poor
2022-12-05 18:00:00,vishakhapattanam,143.5,226.25,3.175,35.275,21.35,31.15,28.875,1.282,25.65,2.475,7.1,25.675,70.5,0.3,164.75,6.0,750.25,318.9,Very Poor
2022-12-07 04:00:00,vishakhapattanam,98.5,169.5,5.55,32.775,21.95,19.725,25.3,0.078,13.0,2.525,8.575,21.625,66.0,0.3,311.75,6.0,748.0,229.0,Poor
2022-12-08 15:00:00,vishakhapattanam,77.0,172.25,4.2,29.45,18.225,22.575,28.65,0.92,44.3,2.2,4.6,26.45,60.75,0.825,200.25,74.75,748.0,157.1,Moderate
2022-12-10 02:00:00,vishakhapattanam,80.5,105.75,3.825,40.0,24.35,23.95,30.425,0.3,21.9,2.025,2.05,19.125,84.5,1.6,253.0,7.0,746.5,168.6,Moderate
2022-12-11 12:00:00,vishakhapattanam,69.773,,10.45,27.75,24.2,6.6,30.15,0.49,26.675,2.325,6.525,26.3,75.25,0.8,158.5,50.5,750.0,133.2,Moderate
2022-12-13 00:00:00,vishakhapattanam,56.0,95.0,12.1,56.7,40.0,30.3,25.1,1.0,14.2,3.7,14.3,24.3,87.0,0.3,348.0,8.0,751.0,95.1,Satisfactory
2022-12-14 11:00:00,vishakhapattanam,55.75,124.0,10.55,19.575,19.0,26.525,62.1,0.48,28.15,3.3,13.675,32.5,57.5,0.775,169.75,402.25,751.0,116.8,Moderate
2022-12-15 21:00:00,vishakhapattanam,84.0,152.5,2.0,33.325,19.3,25.8,24.225,0.742,15.425,4.8,19.45,25.15,77.25,0.3,208.25,7.0,750.0,180.2,Moderate
2022-12-17 08:00:00,vishakhapattanam,78.75,148.25,9.35,27.35,22.175,19.85,25.0,0.595,15.3,2.425,10.65,25.75,79.0,0.3,175.5,121.75,751.25,162.9,Moderate
2022-12-18 18:00:00,vishakhapattanam,72.0,154.75,3.525,35.75,21.85,26.75,29.5,0.68,74.025,1.925,4.875,24.075,67.5,0.3,126.75,6.75,749.75,140.6,Moderate
2022-12-20 05:00:00,vishakhapattanam,126.0,354.25,54.075,43.425,67.05,20.425,25.775,0.912,13.6,5.95,22.8,16.625,84.0,0.3,323.75,7.0,749.0,306.3,Very Poor
2022-12-21 16:00:00,vishakhapattanam,96.5,178.5,4.075,24.925,16.6,30.25,21.5,0.628,26.675,2.175,4.325,25.525,76.5,0.45,169.5,53.25,748.0,222.4,Poor
2022-12-23 02:00:00,vishakhapattanam,113.0,189.75,6.2,30.05,21.025,27.975,31.4,0.618,14.575,2.7,15.975,20.55,74.0,1.5,298.25,7.0,749.0,276.9,Poor
2022-12-24 13:00:00,vishakhapattanam,72.75,134.0,4.95,24.775,17.225,26.35,31.4,0.628,21.1,2.175,4.825,30.3,59.5,0.95,181.75,266.0,750.0,143.1,Moderate
2022-12-26 00:00:00,vishakhapattanam,48.25,107.25,14.8,41.35,34.125,3.45,9.392,0.625,12.9,2.05,10.45,23.6,79.25,0.3,310.75,7.0,751.75,105.8,Moderate
2022-12-27 10:00:00,vishakhapattanam,18.75,57.75,14.7,18.85,21.95,29.375,9.125,0.55,16.725,2.925,13.875,31.025,69.25,0.7,186.0,377.75,753.0,58.6,Satisfactory
2022-12-28 21:00:00,vishakhapattanam,57.0,229.0,44.85,38.95,57.15,21.675,9.125,0.528,14.275,6.175,14.35,25.725,82.5,0.3,266.5,7.0,753.0,186.1,Moderate
2022-12-30 08:00:00,vishakhapattanam,139.0,199.0,6.05,34.1,23.05,35.6,9.25,1.01,14.35,3.75,14.85,25.65,82.0,0.35,236.0,134.0,755.0,315.5,Very Poor
2022-12-31 18:00:00,vishakhapattanam,46.0,87.75,9.05,27.825,22.15,33.65,9.2,0.455,13.925,1.6,4.425,25.45,80.0,0.3,272.0,5.0,752.0,88.0,Satisfactory
2023-01-02 05:00:00,vishakhapattanam,56.95,90.85,8.695,26.885,21.42,29.66,9.13,0.133,14.369,1.06,2.24,24.655,79.0,0.3,242.65,7.15,752.3,95.0,Satisfactory
2023-01-03 16:00:00,vishakhapattanam,50.5,108.5,3.475,14.325,10.425,26.825,9.3,0.01,27.7,1.175,2.95,25.875,73.25,0.6,143.5,65.5,752.0,106.6,Moderate
2023-01-05 02:00:00,vishakhapattanam,90.75,149.5,4.4,17.525,12.975,39.85,9.45,1.058,15.8,1.925,1.525,23.925,75.75,2.375,130.25,7.0,752.5,203.5,Poor
2023-01-06 13:00:00,vishakhapattanam,139.25,206.0,5.025,22.175,15.875,34.7,9.475,0.61,34.225,3.35,3.975,26.075,63.5,1.25,161.75,282.5,753.5,315.7,Very Poor
2023-01-08 07:00:00,vishakhapattanam,102.0,295.0,88.85,49.55,98.625,25.9,2.425,1.275,12.625,6.675,19.825,17.05,76.0,0.3,277.25,95.25,753.5,245.6,Poor
2023-01-09 17:00:00,vishakhapattanam,40.5,106.25,7.925,30.625,22.725,25.95,3.575,1.27,16.275,1.525,4.625,23.725,59.5,0.3,72.75,15.25,751.5,105.1,Moderate
2023-01-11 04:00:00,vishakhapattanam,122.75,333.25,120.925,63.9,132.3,22.95,2.875,1.152,13.975,7.25,30.9,15.625,80.75,0.3,267.5,8.0,750.0,303.1,Very Poor
2023-01-12 15:00:00,vishakhapattanam,57.0,116.0,7.3,33.425,23.75,27.125,0.6,0.438,15.35,2.3,12.95,26.475,71.5,0.775,265.75,196.75,749.0,111.6,Moderate
2023-01-14 01:00:00,vishakhapattanam,99.75,176.75,28.75,37.25,43.175,32.15,1.535,0.71,13.8,5.1,54.775,20.5,87.0,0.3,268.5,8.0,750.0,233.2,Poor
2023-01-15 12:00:00,vishakhapattanam,44.75,107.5,14.675,30.025,28.825,32.525,1.85,0.455,13.2,2.375,14.1,27.75,69.75,1.325,242.75,393.0,749.0,106.0,Moderate
2023-01-16 22:00:00,vishakhapattanam,83.0,183.75,29.4,40.075,45.25,29.6,3.575,1.0,12.125,4.7,8.975,21.975,83.75,1.225,260.75,7.0,751.0,176.9,Moderate
2023-01-18 09:00:00,vishakhapattanam,78.75,155.0,21.225,41.575,39.375,26.3,0.3,1.282,13.85,2.375,11.75,27.4,66.5,0.325,272.75,272.0,754.0,162.9,Moderate
2023-01-19 20:00:00,vishakhapattanam,79.25,156.75,22.8,44.375,42.125,33.475,2.95,0.858,12.65,3.9,9.8,23.625,73.75,0.3,272.25,7.0,752.0,164.5,Moderate
2023-01-21 06:00:00,vishakhapattanam,89.25,169.0,29.65,45.4,48.225,31.7,4.775,0.94,12.2,2.775,7.425,21.725,83.0,0.3,318.0,8.75,751.25,197.5,Moderate
2023-01-22 17:00:00,vishakhapattanam,92.0,167.25,6.85,21.925,17.225,27.65,4.475,1.023,15.55,2.175,3.35,25.85,65.5,0.625,108.25,19.75,750.0,207.6,Poor
2023-01-24 04:00:00,vishakhapattanam,107.0,276.0,68.575,45.4,79.925,22.3,1.3,0.0,12.7,5.725,16.325,16.475,84.0,0.3,276.0,7.0,750.0,257.1,Poor
2023-01-25 14:00:00,vishakhapattanam,95.75,161.25,5.725,29.65,20.425,25.875,2.175,2.145,16.05,2.0,16.325,32.625,46.75,0.525,152.5,278.75,750.0,220.0,Poor
2023-01-27 01:00:00,vishakhapattanam,130.25,451.25,95.325,65.5,112.35,24.1,3.7,1.828,13.95,6.625,32.5,19.225,74.75,0.3,250.0,7.0,751.0,413.4,Severe
2023-01-28 12:00:00,vishakhapattanam,83.0,169.0,9.025,22.1,20.0,36.75,5.175,0.12,32.125,2.175,9.825,30.175,53.25,1.15,112.75,407.0,749.5,176.9,Moderate
2023-01-29 22:00:00,vishakhapattanam,87.0,144.25,6.2,30.275,21.15,30.075,8.45,0.612,15.525,2.35,4.425,24.325,81.0,0.375,193.25,7.75,750.75,190.1,Moderate
2023-01-31 09:00:00,vishakhapattanam,94.5,189.25,7.4,42.65,28.7,34.95,6.575,1.428,14.4,2.85,5.7,26.525,69.25,0.675,245.75,167.0,752.0,215.8,Poor
2023-02-01 20:00:00,vishakhapattanam,86.75,164.5,6.2,26.325,19.075,29.925,,0.53,14.25,3.05,7.85,25.625,67.75,2.525,114.5,7.0,750.75,189.3,Moderate
2023-02-03 06:00:00,vishakhapattanam,74.0,139.25,9.15,37.45,27.325,25.475,1.45,0.842,13.725,2.0,5.0,21.05,78.5,1.825,332.5,10.0,751.0,147.2,Moderate
2023-02-04 17:00:00,vishakhapattanam,61.0,117.25,3.775,26.075,16.95,27.65,4.975,1.238,14.025,1.225,3.775,25.95,60.75,1.825,134.75,27.25,749.0,112.4,Moderate
2023-02-08 04:00:00,vishakhapattanam,59.0,129.0,32.025,30.325,42.15,22.8,0.9,0.9,13.95,4.05,34.2,21.3,85.0,0.825,299.75,7.0,749.0,120.1,Moderate
2023-02-09 14:00:00,vishakhapattanam,42.25,98.0,9.8,20.65,18.95,23.95,1.75,0.555,14.125,1.375,8.075,28.95,72.25,3.5,204.25,279.75,748.5,98.0,Satisfactory
